,neigh,gentri,conteo,percentage
1053,Williamsbridge-Olinville,MHI - At Risk of Exclusion,2,0.058823529411764705
1054,Williamsbridge-Olinville,MHI - Not Losing Low Income Households,7,0.20588235294117646
1055,Williamsbridge-Olinville,MHI - Ongoing Exclusion,3,0.08823529411764706
1056,Williamsburg,LI - At Risk of Gentrification and/or Displacement,6,0.35294117647058826
1057,Williamsburg,LI - Not Losing Low Income Households,3,0.17647058823529413
1058,Williamsburg,LI - Ongoing Gentrification and/or Displacement,6,0.35294117647058826
1059,Williamsburg,MHI - Advanced Gentrification,2,0.11764705882352941
1060,Windsor Terrace,LI - At Risk of Gentrification and/or Displacement,1,0.06666666666666667
1061,Windsor Terrace,LI - Ongoing Gentrification and/or Displacement,2,0.13333333333333333
1062,Windsor Terrace,MHI - Advanced Exclusion,5,0.3333333333333333
1063,Windsor Terrace,MHI - Advanced Gentrification,3,0.2
1064,Windsor Terrace,MHI - At Risk of Exclusion,1,0.06666666666666667
1065,Windsor Terrace,MHI - Not Losing Low Income Households,2,0.13333333333333333
1066,Windsor Terrace,MHI - Ongoing Exclusion,1,0.06666666666666667
1067,Woodhaven,LI - At Risk of Gentrification and/or Displacement,5,0.15151515151515152
1068,Woodhaven,LI - Not Losing Low Income Households,12,0.36363636363636365
1069,Woodhaven,LI - Ongoing Gentrification and/or Displacement,4,0.12121212121212122
1070,Woodhaven,MHI - Advanced Exclusion,4,0.12121212121212122
1071,Woodhaven,MHI - Advanced Gentrification,3,0.09090909090909091
1072,Woodhaven,MHI - Not Losing Low Income Households,1,0.030303030303030304
1073,Woodhaven,MHI - Ongoing Exclusion,4,0.12121212121212122
1074,Woodlawn-Wakefield,LI - At Risk of Gentrification and/or Displacement,3,0.10344827586206896
1075,Woodlawn-Wakefield,LI - Not Losing Low Income Households,6,0.20689655172413793
1076,Woodlawn-Wakefield,LI - Ongoing Gentrification and/or Displacement,4,0.13793103448275862
1077,Woodlawn-Wakefield,MHI - Advanced Exclusion,9,0.3103448275862069
1078,Woodlawn-Wakefield,MHI - Advanced Gentrification,1,0.034482758620689655
1079,Woodlawn-Wakefield,MHI - At Risk of Exclusion,2,0.06896551724137931
1080,Woodlawn-Wakefield,MHI - Not Losing Low Income Households,2,0.06896551724137931
1081,Woodlawn-Wakefield,MHI - Ongoing Exclusion,2,0.06896551724137931
1082,Woodside,LI - At Risk of Gentrification and/or Displacement,5,0.2
1083,Woodside,LI - Not Losing Low Income Households,6,0.24
1084,Woodside,LI - Ongoing Gentrification and/or Displacement,5,0.2
1085,Woodside,MHI - Advanced Exclusion,1,0.04
1086,Woodside,MHI - Advanced Gentrification,5,0.2
1087,Woodside,MHI - Not Losing Low Income Households,3,0.12
1088,Yorkville,LI - At Risk of Gentrification and/or Displacement,1,0.058823529411764705
1089,Yorkville,LI - Ongoing Gentrification and/or Displacement,2,0.11764705882352941
1090,Yorkville,MHI - Advanced Exclusion,5,0.29411764705882354
1091,Yorkville,MHI - At Risk of Exclusion,3,0.17647058823529413
1092,Yorkville,MHI - Not Losing Low Income Households,5,0.29411764705882354
1093,Yorkville,MHI - Ongoing Exclusion,1,0.058823529411764705
